Ensembl,logFC,FDR,Symbol,Genename,Chromosome
ENSG00000143801,-0.200697171,0.423203617,PSEN2,presenilin 2,1
ENSG00000214376,-0.281866359,0.423211241,VSTM5,V-set and transmembrane domain containing 5,11
ENSG00000146826,0.245067913,0.423211241,MAP11,microtubule associated protein 11,7
ENSG00000170264,0.196944268,0.423474415,FAM161A,FAM161 centrosomal protein A,2
ENSG00000143590,-0.30624852,0.423729842,EFNA3,ephrin A3,1
ENSG00000196159,0.194571895,0.424428973,FAT4,FAT atypical cadherin 4,4
ENSG00000151687,0.198415084,0.424577313,ANKAR,ankyrin and armadillo repeat containing,2
ENSG00000104450,-0.19939686,0.424694909,SPAG1,sperm associated antigen 1,8
ENSG00000103351,-0.158918654,0.42555358,CLUAP1,clusterin associated protein 1,16
ENSG00000175416,-0.186842204,0.42555358,CLTB,clathrin light chain B,5
ENSG00000257093,-0.183335939,0.426166078,DENND11,DENN domain containing 11,7
ENSG00000152377,-0.249283726,0.426166078,SPOCK1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",5
ENSG00000156873,0.212593974,0.426245123,PHKG2,phosphorylase kinase catalytic subunit gamma 2,16
ENSG00000188993,-0.25836563,0.426531943,LRRC66,leucine rich repeat containing 66,4
ENSG00000177025,-0.387951693,0.42681115,C19orf18,chromosome 19 open reading frame 18,19
ENSG00000079387,0.170652166,0.42681115,SENP1,SUMO specific peptidase 1,12
ENSG00000184675,0.158956613,0.427072407,AMER1,APC membrane recruitment protein 1,X
ENSG00000104205,0.194181447,0.42738572,SGK3,serum/glucocorticoid regulated kinase family member 3,8
ENSG00000084207,0.253952189,0.427645935,GSTP1,glutathione S-transferase pi 1,11
ENSG00000126878,0.213363295,0.427645935,AIF1L,allograft inflammatory factor 1 like,9
ENSG00000050628,-0.478293381,0.427669415,PTGER3,prostaglandin E receptor 3,1
ENSG00000127483,0.162854987,0.427681176,HP1BP3,heterochromatin protein 1 binding protein 3,1
ENSG00000167700,0.330603621,0.427791024,MFSD3,major facilitator superfamily domain containing 3,8
ENSG00000100225,-0.184083185,0.427852291,FBXO7,F-box protein 7,22
ENSG00000079974,0.157263788,0.427852291,RABL2B,"RAB, member of RAS oncogene family like 2B",22
ENSG00000074966,0.308292373,0.427852291,TXK,TXK tyrosine kinase,4
ENSG00000119973,-0.363445508,0.427914182,PRLHR,prolactin releasing hormone receptor,10
ENSG00000120733,0.145035731,0.427914182,KDM3B,lysine demethylase 3B,5
ENSG00000014919,-0.182794859,0.428063009,COX15,cytochrome c oxidase assembly homolog COX15,10
ENSG00000175164,0.285453418,0.428063009,ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",9
ENSG00000141219,-0.155041073,0.428085972,C17orf80,chromosome 17 open reading frame 80,17
ENSG00000153046,0.147942047,0.428085972,CDYL,chromodomain Y like,6
ENSG00000172987,-0.276887968,0.4286942,HPSE2,heparanase 2 (inactive),10
ENSG00000213066,-0.191693779,0.428775808,FGFR1OP,FGFR1 oncogene partner,6
ENSG00000138448,-0.192210574,0.428775808,ITGAV,integrin subunit alpha V,2
ENSG00000157782,-0.202079701,0.429096263,CABP1,calcium binding protein 1,12
ENSG00000257950,0.310775664,0.429582206,P2RX5-TAX1BP3,P2RX5-TAX1BP3 readthrough (NMD candidate),17
ENSG00000135423,-0.21696828,0.429808092,GLS2,glutaminase 2,12
ENSG00000163516,0.191392877,0.430247927,ANKZF1,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,2
ENSG00000123130,-0.160962345,0.430408687,ACOT9,acyl-CoA thioesterase 9,X
ENSG00000164675,-0.227596696,0.430972602,IQUB,IQ motif and ubiquitin domain containing,7
ENSG00000080200,0.187667753,0.430972602,CRYBG3,crystallin beta-gamma domain containing 3,3
ENSG00000165689,0.195510636,0.430984958,ENTR1,endosome associated trafficking regulator 1,9
ENSG00000038219,-0.180961381,0.431358429,BOD1L1,biorientation of chromosomes in cell division 1 like 1,4
ENSG00000183741,0.226326458,0.431363906,CBX6,chromobox 6,22
ENSG00000130772,-0.21157688,0.431363906,MED18,mediator complex subunit 18,1
ENSG00000148334,-0.184653353,0.431443187,PTGES2,prostaglandin E synthase 2,9
ENSG00000101901,-0.175026535,0.431636312,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,X
ENSG00000088356,0.219884237,0.431649822,PDRG1,p53 and DNA damage regulated 1,20
ENSG00000092094,-0.205343722,0.431672381,OSGEP,O-sialoglycoprotein endopeptidase,14
ENSG00000175832,-0.498317833,0.431783129,ETV4,ETS variant transcription factor 4,17
ENSG00000171189,-0.228389418,0.431903376,GRIK1,glutamate ionotropic receptor kainate type subunit 1,21
ENSG00000108821,0.437758199,0.432125872,COL1A1,collagen type I alpha 1 chain,17
ENSG00000176907,-0.212915785,0.432533172,TCIM,transcriptional and immune response regulator,8
ENSG00000156313,0.226835393,0.432892051,RPGR,retinitis pigmentosa GTPase regulator,X
ENSG00000065000,0.158439487,0.433006187,AP3D1,adaptor related protein complex 3 subunit delta 1,19
ENSG00000148488,0.214058454,0.433524946,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",10
ENSG00000173905,0.210382832,0.433911845,GOLIM4,golgi integral membrane protein 4,3
ENSG00000167986,-0.169303975,0.43439654,DDB1,damage specific DNA binding protein 1,11
ENSG00000198853,0.188517765,0.43457061,RUSC2,RUN and SH3 domain containing 2,9
ENSG00000100284,0.182838049,0.434661462,TOM1,target of myb1 membrane trafficking protein,22
ENSG00000121892,-0.153475543,0.434661462,PDS5A,PDS5 cohesin associated factor A,4
ENSG00000171135,-0.229957781,0.434772563,JAGN1,jagunal homolog 1,3
ENSG00000273542,-0.66952164,0.435061502,H4C12,H4 clustered histone 12,6
ENSG00000168872,-0.154692229,0.435158785,DDX19A,DEAD-box helicase 19A,16
ENSG00000120647,0.211821575,0.435284788,CCDC77,coiled-coil domain containing 77,12
ENSG00000183833,-0.266388071,0.435531853,MAATS1,MYCBP associated and testis expressed 1,3
ENSG00000139354,-0.250383329,0.435831183,GAS2L3,growth arrest specific 2 like 3,12
ENSG00000166997,0.201889738,0.435881312,CNPY4,canopy FGF signaling regulator 4,7
ENSG00000089048,-0.200653433,0.437002536,ESF1,ESF1 nucleolar pre-rRNA processing protein homolog,20
ENSG00000070669,0.223979214,0.437002536,ASNS,asparagine synthetase (glutamine-hydrolyzing),7
ENSG00000107362,-0.185134961,0.437233334,ABHD17B,abhydrolase domain containing 17B,9
ENSG00000091513,-0.266173536,0.437287461,TF,transferrin,3
ENSG00000167842,-0.177366356,0.43743373,MIS12,MIS12 kinetochore complex component,17
ENSG00000095587,-0.21346211,0.437477062,TLL2,tolloid like 2,10
ENSG00000143751,-0.150118317,0.437929973,SDE2,SDE2 telomere maintenance homolog,1
ENSG00000173207,0.29784848,0.438179914,CKS1B,CDC28 protein kinase regulatory subunit 1B,1
ENSG00000177946,0.23823596,0.438319643,CENPBD1,CENPB DNA-binding domain containing 1,16
ENSG00000165675,0.183594926,0.438598918,ENOX2,ecto-NOX disulfide-thiol exchanger 2,X
ENSG00000180739,0.322078379,0.438831962,S1PR5,sphingosine-1-phosphate receptor 5,19
ENSG00000183628,0.624711766,0.439017163,DGCR6,DiGeorge syndrome critical region gene 6,22
ENSG00000124795,-0.175068638,0.439040516,DEK,DEK proto-oncogene,6
ENSG00000187715,-0.228853223,0.439246343,KBTBD12,kelch repeat and BTB domain containing 12,3
ENSG00000185246,-0.163501197,0.439279704,PRPF39,pre-mRNA processing factor 39,14
ENSG00000010278,-0.294744041,0.439300704,CD9,CD9 molecule,12
ENSG00000182934,-0.150610292,0.439335856,SRPRA,SRP receptor subunit alpha,11
ENSG00000142634,-0.19062095,0.439381806,EFHD2,EF-hand domain family member D2,1
ENSG00000101160,0.19642164,0.439672911,CTSZ,cathepsin Z,20
ENSG00000179796,0.207358503,0.440057121,LRRC3B,leucine rich repeat containing 3B,3
ENSG00000083457,0.243631438,0.440094273,ITGAE,integrin subunit alpha E,17
ENSG00000066926,-0.173248869,0.440970295,FECH,ferrochelatase,18
ENSG00000140406,0.195279758,0.441011315,TLNRD1,talin rod domain containing 1,15
ENSG00000135045,-0.172156497,0.441011315,C9orf40,chromosome 9 open reading frame 40,9
ENSG00000171634,0.196023748,0.441207518,BPTF,bromodomain PHD finger transcription factor,17
ENSG00000132122,0.20370645,0.441298088,SPATA6,spermatogenesis associated 6,1
ENSG00000197603,-0.162474105,0.441385098,CPLANE1,ciliogenesis and planar polarity effector 1,5
ENSG00000162664,-0.180508026,0.441395428,ZNF326,zinc finger protein 326,1
ENSG00000166004,-0.183723601,0.441444499,CEP295,centrosomal protein 295,11
ENSG00000173041,-0.179337986,0.441535743,ZNF680,zinc finger protein 680,7
ENSG00000146005,0.228973192,0.441535743,PSD2,pleckstrin and Sec7 domain containing 2,5
ENSG00000145819,-0.169318536,0.441828847,ARHGAP26,Rho GTPase activating protein 26,5
ENSG00000274290,0.234642404,0.441887351,H2BC6,H2B clustered histone 6,6
ENSG00000099942,-0.136634385,0.442160112,CRKL,"CRK like proto-oncogene, adaptor protein",22
ENSG00000112053,-0.27158792,0.442391978,SLC26A8,solute carrier family 26 member 8,6
ENSG00000175414,0.154776437,0.442391978,ARL10,ADP ribosylation factor like GTPase 10,5
ENSG00000166900,-0.164140225,0.442583742,STX3,syntaxin 3,11
ENSG00000180113,0.194116292,0.442583742,TDRD6,tudor domain containing 6,6
ENSG00000013297,0.312808768,0.442583742,CLDN11,claudin 11,3
ENSG00000275493,-0.357572753,0.442801067,NA,NA,NA
ENSG00000196663,0.156273422,0.442801067,TECPR2,tectonin beta-propeller repeat containing 2,14
ENSG00000082898,-0.176001709,0.443295019,XPO1,exportin 1,2
ENSG00000185019,0.227316551,0.443511966,UBOX5,U-box domain containing 5,20
ENSG00000128923,-0.149754619,0.443511966,MINDY2,MINDY lysine 48 deubiquitinase 2,15
ENSG00000214756,0.279232757,0.443511966,CSKMT,citrate synthase lysine methyltransferase,11
ENSG00000117868,-0.135345661,0.443678344,ESYT2,extended synaptotagmin 2,7
ENSG00000138696,0.199589201,0.443988597,BMPR1B,bone morphogenetic protein receptor type 1B,4
ENSG00000179115,-0.196365431,0.444081474,FARSA,phenylalanyl-tRNA synthetase subunit alpha,19
ENSG00000145241,0.169462213,0.444242829,CENPC,centromere protein C,4
ENSG00000170743,0.167265793,0.444443189,SYT9,synaptotagmin 9,11
ENSG00000060566,0.377017969,0.444458812,CREB3L3,cAMP responsive element binding protein 3 like 3,19
ENSG00000041515,-0.187557135,0.444458812,MYO16,myosin XVI,13
ENSG00000134851,0.200014569,0.444539463,TMEM165,transmembrane protein 165,4
ENSG00000105617,0.228975384,0.444602367,LENG1,leukocyte receptor cluster member 1,19
ENSG00000186529,0.429474403,0.444661215,CYP4F3,cytochrome P450 family 4 subfamily F member 3,19
ENSG00000285551,-0.392554745,0.444895474,ZNF365,zinc finger protein 365,10
ENSG00000145703,0.253497646,0.444978248,IQGAP2,IQ motif containing GTPase activating protein 2,5
ENSG00000154914,-0.181114595,0.445262569,USP43,ubiquitin specific peptidase 43,17
ENSG00000187479,0.376321136,0.445262569,C11orf96,chromosome 11 open reading frame 96,11
ENSG00000120322,0.254461308,0.445262569,PCDHB8,protocadherin beta 8,5
ENSG00000160201,0.563818837,0.44538481,U2AF1,U2 small nuclear RNA auxiliary factor 1,21
ENSG00000279968,-0.294329651,0.445622427,GVQW2,GVQW motif containing 2,6
ENSG00000168944,-0.164646164,0.445622427,CEP120,centrosomal protein 120,5
ENSG00000130560,0.165368584,0.445785541,UBAC1,UBA domain containing 1,9
ENSG00000198000,0.196875893,0.445838286,NOL8,nucleolar protein 8,9
ENSG00000136197,-0.291956391,0.445838286,C7orf25,chromosome 7 open reading frame 25,7
ENSG00000068745,-0.131092125,0.445885419,IP6K2,inositol hexakisphosphate kinase 2,3
ENSG00000102001,-0.251707113,0.445963235,CACNA1F,calcium voltage-gated channel subunit alpha1 F,X
ENSG00000165359,-0.169248684,0.445963235,INTS6L,integrator complex subunit 6 like,X
ENSG00000183576,-0.13015764,0.446316154,SETD3,"SET domain containing 3, actin histidine methyltransferase",14
ENSG00000184949,0.24098592,0.446386691,FAM227A,family with sequence similarity 227 member A,22
ENSG00000167315,0.170654081,0.446425311,ACAA2,acetyl-CoA acyltransferase 2,18
ENSG00000176165,-0.15703127,0.446616628,FOXG1,forkhead box G1,14
ENSG00000115211,0.159487736,0.446649871,EIF2B4,eukaryotic translation initiation factor 2B subunit delta,2
ENSG00000087495,0.179052112,0.446675856,PHACTR3,phosphatase and actin regulator 3,20
ENSG00000176454,-0.186055962,0.447032064,LPCAT4,lysophosphatidylcholine acyltransferase 4,15
ENSG00000156564,0.231761221,0.447422185,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,6
ENSG00000156374,-0.197883155,0.448066113,PCGF6,polycomb group ring finger 6,10
ENSG00000172014,0.443317513,0.448153816,ANKRD20A4,ankyrin repeat domain 20 family member A4,9
ENSG00000082014,0.19543257,0.448161251,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",7
ENSG00000165506,-0.193976064,0.4481846,DNAAF2,dynein axonemal assembly factor 2,14
ENSG00000174456,-0.190792072,0.449038366,C12orf76,chromosome 12 open reading frame 76,12
ENSG00000158691,-0.167614024,0.449038366,ZSCAN12,zinc finger and SCAN domain containing 12,6
ENSG00000155256,0.177905957,0.449091393,ZFYVE27,zinc finger FYVE-type containing 27,10
ENSG00000181472,-0.168321276,0.449091393,ZBTB2,zinc finger and BTB domain containing 2,6
ENSG00000197816,0.194696106,0.449145258,CCDC180,coiled-coil domain containing 180,9
ENSG00000115255,0.240702058,0.44915321,REEP6,receptor accessory protein 6,19
ENSG00000116521,0.189695739,0.44915321,SCAMP3,secretory carrier membrane protein 3,1
ENSG00000149428,-0.169475807,0.449422702,HYOU1,hypoxia up-regulated 1,11
ENSG00000177692,-0.221558436,0.449602275,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28,21
ENSG00000129595,0.20591999,0.449830218,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A,5
ENSG00000215021,-0.168039409,0.449916418,PHB2,prohibitin 2,12
ENSG00000112855,-0.14398322,0.450016111,HARS2,"histidyl-tRNA synthetase 2, mitochondrial",5
ENSG00000136026,-0.156303901,0.450116048,CKAP4,cytoskeleton associated protein 4,12
ENSG00000114416,-0.185081024,0.450116048,FXR1,FMR1 autosomal homolog 1,3
ENSG00000168795,0.182784639,0.450259851,ZBTB5,zinc finger and BTB domain containing 5,9
ENSG00000122254,-0.237787882,0.450260633,HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2,16
ENSG00000114767,0.19968816,0.450471071,RRP9,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",3
ENSG00000131398,0.247458739,0.450497602,KCNC3,potassium voltage-gated channel subfamily C member 3,19
ENSG00000185909,0.24558767,0.450508579,KLHDC8B,kelch domain containing 8B,3
ENSG00000166676,0.184220536,0.450689321,TVP23A,trans-golgi network vesicle protein 23 homolog A,16
ENSG00000127314,-0.18493339,0.450689321,RAP1B,"RAP1B, member of RAS oncogene family",12
ENSG00000142082,0.14938795,0.450689321,SIRT3,sirtuin 3,11
ENSG00000119285,-0.156711395,0.450689321,HEATR1,HEAT repeat containing 1,1
ENSG00000169856,0.296422061,0.450828342,ONECUT1,one cut homeobox 1,15
ENSG00000197024,-0.128440078,0.45084868,ZNF398,zinc finger protein 398,7
ENSG00000167515,-0.210166052,0.45151116,TRAPPC2L,trafficking protein particle complex 2 like,16
ENSG00000198870,0.287933627,0.45209571,STKLD1,serine/threonine kinase like domain containing 1,9
ENSG00000172167,-0.239661777,0.45209571,MTBP,MDM2 binding protein,8
ENSG00000115361,-0.283602978,0.45209571,ACADL,acyl-CoA dehydrogenase long chain,2
ENSG00000109111,0.142644068,0.452183682,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",17
ENSG00000007171,-0.25985171,0.452209816,NOS2,nitric oxide synthase 2,17
ENSG00000148541,-0.182370021,0.452209816,FAM13C,family with sequence similarity 13 member C,10
ENSG00000258890,0.175437992,0.45239455,CEP95,centrosomal protein 95,17
ENSG00000131368,-0.1322282,0.452412242,MRPS25,mitochondrial ribosomal protein S25,3
ENSG00000163257,-0.168557315,0.452602952,DCAF16,DDB1 and CUL4 associated factor 16,4
ENSG00000147465,-0.326639394,0.452750609,STAR,steroidogenic acute regulatory protein,8
ENSG00000282936,0.207893236,0.452772611,NA,NA,NA
ENSG00000127080,0.14234612,0.452772611,IPPK,inositol-pentakisphosphate 2-kinase,9
ENSG00000130511,0.316762689,0.452801135,SSBP4,single stranded DNA binding protein 4,19
ENSG00000083290,0.13609413,0.453012077,ULK2,unc-51 like autophagy activating kinase 2,17
ENSG00000129158,-0.149933959,0.453012077,SERGEF,secretion regulating guanine nucleotide exchange factor,11
ENSG00000285791,0.332596684,0.453077015,NA,NA,NA
ENSG00000235863,0.298645787,0.453077015,B3GALT4,"beta-1,3-galactosyltransferase 4",6
ENSG00000205592,-0.311052121,0.453086955,MUC19,"mucin 19, oligomeric",12
ENSG00000164307,-0.164153292,0.453177505,ERAP1,endoplasmic reticulum aminopeptidase 1,5
ENSG00000119333,0.233208376,0.453194187,WDR34,WD repeat domain 34,9
ENSG00000163738,0.177031151,0.453217078,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like,4
ENSG00000087111,0.167614198,0.453622834,PIGS,phosphatidylinositol glycan anchor biosynthesis class S,17
ENSG00000131375,-0.167227768,0.453622834,CAPN7,calpain 7,3
ENSG00000143171,0.197541704,0.453622834,RXRG,retinoid X receptor gamma,1
ENSG00000122952,-0.350747964,0.453714388,ZWINT,ZW10 interacting kinetochore protein,10
ENSG00000162419,-0.148106734,0.453820849,GMEB1,glucocorticoid modulatory element binding protein 1,1
ENSG00000197063,0.201184997,0.453969377,MAFG,MAF bZIP transcription factor G,17
ENSG00000095209,-0.222198554,0.453969377,TMEM38B,transmembrane protein 38B,9
ENSG00000151474,0.154955691,0.454460521,FRMD4A,FERM domain containing 4A,10
ENSG00000178773,0.229382405,0.454498685,CPNE7,copine 7,16
ENSG00000169884,-0.211089391,0.454498685,WNT10B,Wnt family member 10B,12
ENSG00000110400,0.243452857,0.454498685,NECTIN1,nectin cell adhesion molecule 1,11
ENSG00000156510,0.368254072,0.454665587,HKDC1,hexokinase domain containing 1,10
ENSG00000184007,-0.181538035,0.454818593,PTP4A2,protein tyrosine phosphatase 4A2,1
ENSG00000130038,0.245588844,0.454902135,CRACR2A,calcium release activated channel regulator 2A,12
ENSG00000185085,0.281727394,0.454902135,INTS5,integrator complex subunit 5,11
ENSG00000083168,0.166337456,0.455087301,KAT6A,lysine acetyltransferase 6A,8
ENSG00000129562,0.16960529,0.455184471,DAD1,defender against cell death 1,14
ENSG00000156172,-0.205663114,0.455184471,C8orf37,chromosome 8 open reading frame 37,8
ENSG00000155115,-0.158630911,0.455184471,GTF3C6,general transcription factor IIIC subunit 6,6
ENSG00000077063,-0.167220536,0.455787296,CTTNBP2,cortactin binding protein 2,7
ENSG00000181619,-0.195649664,0.456000568,GPR135,G protein-coupled receptor 135,14
ENSG00000163347,-0.283529258,0.456007713,CLDN1,claudin 1,3
ENSG00000172270,0.177490899,0.456274544,BSG,basigin (Ok blood group),19
ENSG00000197857,0.16837405,0.456274544,ZNF44,zinc finger protein 44,19
ENSG00000161944,-0.364303633,0.456274544,ASGR2,asialoglycoprotein receptor 2,17
ENSG00000272636,0.252531467,0.456757874,DOC2B,double C2 domain beta,17
ENSG00000131943,-0.141660217,0.456905786,C19orf12,chromosome 19 open reading frame 12,19
ENSG00000214279,0.23404959,0.456982767,SCART1,scavenger receptor family member expressed on T cells 1,10
ENSG00000101052,-0.165769839,0.457024372,IFT52,intraflagellar transport 52,20
ENSG00000131242,0.180325291,0.457024372,RAB11FIP4,RAB11 family interacting protein 4,17
ENSG00000164161,-0.319687231,0.457024372,HHIP,hedgehog interacting protein,4
ENSG00000121753,0.259600686,0.457024372,ADGRB2,adhesion G protein-coupled receptor B2,1
